,ITE_ITEM_TITLE,ITE_ITEM_TITLE,"Score Similitud (0,1)"
11650,Tênis Usthemp Chunky Smooth Tem - Coelho,Tênis Usthemp Chunky Smooth Tem - Ruby,0.7142857142857143
11651,Sapatênis Masculino Em Couro Cavalera 59110017 Branco,Sapatênis Masculino Cavalera 59110017,0.6666666666666666
11652,Tênis Feminino Via Marte 2014664 Casual Confortável,Tênis Feminino Via Marte 219905 Casual Confortável,0.75
11653,Tênis Feminino La Bella Mafia Elástico Moda 2021,Tênis Feminino La Bella Mafia Elástico Pronta Entrega,0.6
11654,Tênis Infantil Menino Klin Conforto Star Unissex Escolar,Tênis Infantil Star Casual Escolar Menino Menina Velcro ,0.45454545454545453
11655,Kit 1 Tenis Sapatenis Polo + Chinelo New Step Frete Grátis,Kit 2 Botas Polo Joy Tenis Sapatenis Masculino Frete Grátis,0.4
11656,Tênis Sneaker Masculino Black Paris Elastic Mais Vendido Off,Sneaker Black Tênis Masculino Paris Tendência Elástic Oferta,0.45454545454545453
11657,Sapato Tênis Feminino Anabela Branco Enfermeira Confortável,Tênis Branco Feminino Confortável,0.5714285714285714
11658,Bicicleta  De Passeio Infantil Wrp Cindy Baby Aro 16 Freios V-brakes E Cantilever Cor Rosa Com Rodas De Treinamento,Bicicleta  Infantil Nathor Top Girls Aro 16 Cor Rosa,0.3333333333333333
11659,Botinha Tênis Bota Feminina Forrado Pelúciada (na Caixinha),Tênis Feminino Cano Alto Para Academia Bota Botinha Feminina,0.3076923076923077
11660,Bota Couro  Via Mia,Bota Converse All Star Couro,0.2857142857142857
11661,Tenis Modare Preto Feminino 7354.100 Original,Tenis Feminino Moleca Casual Preto Original,0.5
11662,Tenis Masculino Randal Monochrome Super Despojado Conforto,Sapatenis Tenis Casual Conforto Masculino ,0.3333333333333333
11663,Tênis Under Armour Spawn 3 Vermelho,Tênis Under Armour Spawn 3,0.8333333333333334
11664,Tênis Infantil Pk Xd Pampili Arco-íris Glitter Branco 62645 ,Tênis Infantil Pampili Pk Xd Casual Borboleta Branco,0.5454545454545454
11665,Kit 02 Pares Tênis Flatform Sola Alta Feminino Promoção,03 Pares Tênis Feminino Casual Flatform Sola Alta Fg390,0.5
11666,Tênis Original Polo Plus Casual Barato + Óculos De Sol ,Tênis Polo Plus Original Várias Cores + Cinto Casual,0.5
11667,Sapatenis Infantil Masculino Stay 09,Sapatenis Masculino Infantil Tenis Infantil Masculino ,0.5
11668,Tênis Sport Masculino Olympikus Átomo Oferta Black Friday,Tênis Olympikus Oasis Masculino Promocional Black Friday,0.5
11669,Sapatenis Pegada Masculino Couro Mascavo 119303,Sapatenis Pegada 118408 Couro Masculino,0.5714285714285714
11670,Sapatênis Randall Yatch Preto/crepe,Tênis Iate Randall Yatch Ad Rl19,0.25
11671,Tênis Masculino Under Amour Charged Cruize,Tênis Under Armour Charged Cruize Masculino Corrida/caminhad,0.625
11672,Nike Air Force Lucha Livre,Nike Air Force Stussy,0.5
11673,Bicicleta Aro20 Mtb Cross Bmx Aero V-brake River 5 A 10 Anos,Bicicleta  Aro 20 Mtb Freios V-brake Freegirl Feminina River,0.25
11674,Tenis Plataforma Feminino Solado Alto Laço Mermaids Queen Nu,Tenis Feminino Chunky Alto Sneaker Plataforma  ,0.36363636363636365
11675,Tênis Usthemp Long Temático - Australian Cattle Dog,Tênis Usthemp Slip-on Temático - Australian Cattle Dog,0.7777777777777778
11676,Bicicleta Infantil Moto Bike Aro 16 C/ Rodinha 4 A 8 Anos,Bicicleta Infantil Moto Bike Aro 16 C/ Rodinha 6 A 10 Anos,0.6923076923076923
11677,Chuteira Society Digital Pro Penalty,Chuteira Society Penalty Rx Locker Vii,0.375
11678,Bicicleta Aro 26 Masculina Adulto Sem Marcha Vermelha,Bicicleta Aro 26 Masculina Adulto Sem Marcha Azul,0.75
11679,Tênis Olympikus 547 Day 547 Marinho- Gesa,Tênis Olympikus Day 547 E Meia Op20 ,0.5
11680,Tênis Bota Air Jorddann High Chicago Retro 1 Bebe,Tênis Air Jordan 1 Retro Ajko Ko Chicago,0.4166666666666667
11681, Tênis Olympikus Intense Feminino Original Envio 24h, Tênis Olympikus Proof Feminino Original Envio Rápido,0.5555555555555556
11682,Tenis Calçado Rosa De Criança Botinha Brilho Promoção,Tenis Calçado Infantil Feminino Rosa Em Promoção,0.4444444444444444
11683,Bike Aro 29 Ksw Xlt 27 V Altus Freio Hidráulico Susp. Trava,Bicicleta Aro 29 Ksw Xlt Shimano Altus 27 V Freio Hidráulico,0.6
11684,Tênis Puma Cell Surin 2 Lite - Original,Tênis Puma Cell Surin 2 Pro Bdp - Masculino,0.5454545454545454
11685,Tênis Infantil Xuá Xuá Casual 033024,Tênis Infantil Masculino Azul Xuá Xuá Casual ,0.5714285714285714
11686,Tênis Menina Infantil Cano Alto Krisle Azul Marinho K40120,Tênis Infantil Menina Cano Alto Pampili Com Brilho,0.45454545454545453
11687,Tenis Feminino Chunky Seneaker Casual Vizzano 1358.103,Tenis Chunky Feminino Casual Vizzano 1360.204,0.625
11688,Sapatilha High One Mtb Lock Tam Eur 37 Pto/vmo,Sapatilha Ciclismo High One Mtb One,0.4
11689,3 Pares Tênis Sapatênis Casual Feminino Leve Barato Promoção,Kit 3 Tênis Feminino Sapatênis Lançamento Promoção Barato,0.5454545454545454
11690,Mulheres Homens Sapatos Aquáticos Desportivos D,Sapatos De Água Esportivos D Mulheres Homens,0.5
11691,Tenis Kolosh K8714 Feminino Casual Caminhada Promoção,Tenis Kolosh C2183 Feminino Casual Promoção,0.625
11692,Mulheres Escalada Esportiva Caminhada Sapatos Impermeáveis T,Sapatos De Caminhada Macios E Respiráveis Para Mulheres Sapa,0.3
11693,Bicicleta Bmx Aro 20 Verde / Preta Monark ,Bicicleta Bmx Aro 20,0.5
11694,Tenis Infantil Menina Calçado Feminino Casual Molekinha,Tenis Infantil Menina Calçado Infantil Feminino,0.7142857142857143
11695,Tênis Infantil Converse All Star Chuck Taylor 1v Night Stars,Tênis Converse All Star Chuck Taylor Ct05900003,0.5454545454545454
11696,Sapatilha Mtb Ciclismo Tsw Cave Ii + Pedal Wellgo M919 Promo,Sapatilha Mtb Tsw Smart Ii Cinza + Pedal Wellgo M919 Promo,0.6923076923076923
11697,Sapatênis Masculino Casual Leve Flexível 1200,Sapatênis Masculino Casual Skateboard Leve,0.5714285714285714
11698,Kit 02 Tênis Sapatenis Casual Feminino Estilo ,Kit 02 Tênis Feminino Casual Sapatenis Feminino Moda 2021  ,0.6666666666666666
11699,Tênis Usthemp Slip-on Temático -google Golden Retriever,Tênis Usthemp Amy Temático - Golden Retriever,0.5555555555555556
11700,Sapatênis Couro Sintético - Tamanho 48 - Frete Grátis Brasil,Sapatênis Casual Masculino Couro 1050 - Frete Grátis,0.4166666666666667
11701,Slipon Casual  Ziper Detalhe Calcanhar Dkshoes Estiloso Moda,Tênis Casual Feminino Dkshoes Lançamento Moda Top,0.25
11702,Bicicleta Gios Full,Bicicleta Specialized Sworks Full,0.4
11703,Tênis Infantil Bibi Agility Mini Unissex Preto,Tênis Infantil Bibi Agility Mini Couro Preto 1046259,0.6666666666666666
11704,Tenis Molekinha Casual Em Lona - 2524.331.18923,Tenis Molekinha Menina Lona - 2524.316.20200,0.5
11705,Tênis Masculino Sem Cadarço Slip On Macio Lançamento Fk ,Tênis Masculino Social Sem Cadarço Slip On Lançamento 50452,0.6
11706,Sapatênis Casual Polo Masculino Bhpf 311,Sapatênis Casual Masculino,0.5
11707,Tênis Preto Com Detalhes,Tênis Preto ,0.6666666666666666
11708,Tênis Slip On Feminino Facil Calce Leve Macio Modare 7361107,Tênis Feminino Slip On Calce Facil Casual Leve ,0.6363636363636364
11709,Tenis Corrida New Balance Tempo Masculino Original,Tenis New Balance Hierro V6 Masculino Azul Original Corrida,0.6
11710,Kit 2 Pares Tênis Skate Infantil Menino Calçado Econômico,Kit 2 Pares Tênis Sem Cadarço Infantil Menino Macio ,0.5454545454545454
11711,Tênis Modare Knit 7364104 Off White 1455,Tênis Slip-on Feminino Ultraconforto Modare Of White 7364104,0.36363636363636365
11712,Tenis Feminino Chunky Believe Ramarim Original Branco Novo,Tenis Branco Feminino Chunky Plataforma Leve Novo Original,0.6
11713,Sapatênis Lacoste Masculino Europa Lcr Brz,Tênis Lacoste Europa Masculino,0.42857142857142855
11714,Tênis Casual Feminino Confortável E Estiloso Super Oferta,Tênis Feminino Branco Casual Confortável E Estiloso ,0.625
11715,Tênis Casual Feminino Blueberry Slipon Plataforma Branco,Tênis Branco Feminino Plataforma,0.5714285714285714
11716,Tênis Prophcy,Tênis Estiloso,0.3333333333333333
11717,Tênis Leve Racer Silva Tenis Fila Esportivo,Tênis Fila Racer Silva Feminino,0.5
11718,Bicicleta Aro 26 Beach Retrô 18v Com Garupa Preto,Bicicleta Aro 26 Retrô Beach 18v Com Cadeirinha Traseira,0.6
11719,Sapatenis Masculino Couro 301,Sapatenis Masculino Em Couro,0.75
11720,Tênis Nano 10,Kit  10 Tênis Flatform ,0.4
11721,Tenis Menina Infantil  Feminino Escola  O Melhor Do Mercado,Tenis Infantil Feminino Escolar Menina Escola F O Melhor Do ,0.6666666666666666
11722,Tênis Usthemp Slip-on Temático - Gael Bulldog Francês,Tênis Usthemp Volare Temático - Gael Bulldog Francês,0.7777777777777778
11723,Tenis Fly Menta,Tenis Masculino Fly Branco,0.4
11724,Tênis Feminino Kolosh Elástico C1287 Sapatênis Ziper Oferta,Tênis Kolosh Original Feminino Casual Elástico Sapatênis,0.5
11725,Bicicleta Gti Isis  Aro 29 Feminina  Rosa,Bicicleta Aro 29 Alum Gti 18 Vel,0.4
11726,Tênis Esportivo Feminino Olympikus Saga,Tênis Feminino Olympikus Saga 876 Esportivo Confortável,0.7142857142857143
11727,Sapatênis Infantil 28.500 - Pinókio,Sapatênis Infantil 469 - Azk,0.42857142857142855
11728,Sapatênis Tênis Casual Iate Masculino Lançamento Grafite,Sapatênis Tênis Casual Iate Masculino Estilo Confort Grafite,0.6666666666666666
11729,Tênis Feminino Infantil Preto E Pink Mini Pé,Tênis Infantil Feminino Urban Abotinado Pé Com Pé Preto ,0.5555555555555556
11730,Bicicleta Aro 29 Ksw Xlt Freio Hidráulico K7 Garfo Com Trava,Bicicleta Aro 29 Ksw Freio Hidráulico K7 Trava 27 Velocidade,0.6666666666666666
11731,Tênis Feminino adidas Duramo Sl,Tênis Duramo Sl /azul adidas,0.6666666666666666
11732,Moleca Tênis Flat Estampa Flores Conforto 012881,Tênis Moleca Flatform Conforto 5699.102 ,0.3333333333333333
11733,Tênis Infantil Para Meninos Molekinho Jeans - Azul,Tênis Infantil Molekinho Floter Rústico - 2831.113 Azul,0.5
11734,Tênis Olympikus Fluido Esportivo Feminino Azul,Tênis Olympikus Azul Feminino Fluido Lançamento,0.7142857142857143
11735,Tênis Plugt Sem Cadarço Knuk Full Plastic,Tênis Plugt Infantil Sem Cadarço Knuk Full Plastic,0.8571428571428571
11736,Tenis Masculino Bota Cano Alto Polo Original Com Ziper,Tenis Sapatenis Polo Blu Masculino Sapatenis Cano Alto Bota,0.6
11737,Nike Shox Tlx 12 Molas Refletiv,Nike Shox 12 Molas,0.6666666666666666
11738,Tênis Feminino Blogueira Chunky Tratorado Pedraria Dubuy,Tênis Blogueira Feminino Pedraria Chunky Sneaker Lançamento,0.5555555555555556
11739,Tênis Olympikus Flower 2,Tênis Olympikus Cyber 2,0.6
11740,Tenis Running Skechers Ultraflex 2.0 232106,Tenis Skechers Equalizer 2.0,0.42857142857142855
11741,Tênis Everlast Imola Marinho,Tênis Everlast Infantil,0.4
11742,Tênis  Ramarim Napa Vest Plus 2180202 Casual,Tênis Feminino Chunky Ramarim Napa Vest Plus 2189102,0.5
11743,Bicicleta Tsw Hurry Suntour Deore 12v Freio Hidraúlico,Bicicleta 29 Tsw Hurry Rock Shox Judy Xcm 12v Deore,0.38461538461538464
11744,Tênis Baruk Lona Grafite,Tênis Rosa Lona,0.4
11745,Combo 2 Tenis Olimp Masculino Original Academia,Combo 2 Tenis Confortável Masculino Caminhada Academia,0.5555555555555556
11746,Tênis Qix Nb Azul Marinho Original Envio Imediato Promoção,Tênis Qix Nb Verde Musgo Original Envio Imediato Promoção,0.6363636363636364
11747,Sapatos Femininos Dedo Aberto Cunhas Sólidas Causal Outdoor,Sapatos Femininos Boca De Peixe Dedo Aberto Stiletto Malha E,0.3333333333333333
11748,Sapatênis Masculino Com Couro Furinho Na Frente,Sapatênis De Couro Ecológico Masculino ,0.5
11749,Tênis Usthemp One Vegano Casual Estampa Cherry,Tênis Usthemp One Vegano Casual Estampa Golfinho,0.75
11750,Tenis Fila Attrek,Tenis Fila Iconic Iconic,0.5
11751,Botinha Bota Tenis Fitness De Academia Couro Lirom Fit Luxo,Tenis Feminino Fitness Botinha Academia Dança Em Couro Luxo,0.5454545454545454
11752,Tenis Mormaii Masculino Urban Strike,Tenis Mormaii Urban Pulse Masculino,0.6666666666666666
11753,Tenis Feminino Vizzano Casual Slip On Sem Cadarço,Tenis Feminino Sem Cadarço Vizzano Trendy Slip On Casual Top,0.7777777777777778
11754,Coturno Bota Oakley Tênis O-md1 High Trilha N37 Semi-novo,"Bota Tênis Oakley Md1 High, Coturno Original Na Caixa",0.38461538461538464
11755,Sapatenis Masculino Freeway Couro Input Conforto,Sapatenis Freeway Taycan Masculino Couro Conforto Promoção,0.625
11756,Tênis Masculino Ascension Bx1949 - Preto E Marinho,Tênis Ascension Posh Masculino - Preto E Vermelho ,0.5555555555555556
11757,Tenis Puma Prowl Slip -on Feminino Original,Tenis Feminino Puma Emergence Rosa Claro Original ,0.4
11758,"Tênis Feminino,corrida Olimp Olymp Leve Lançamento Barato",Tênis Feminino Leve Caminhada Olimp Olymp Corrida Promoção,0.5454545454545454
11759,Tênis Usthemp Half Temático - Lunna Labrador 4,Tênis Usthemp Half Temático - Lunna Labrador 2,0.7777777777777778
11760,1108095 Tênis On Way Tecido Preto Mescla,Tênis Feminino Tecido Preto,0.375
11761,Tênis Esportivo Calce Fácil Super Conforto Sneakers Promoção,Tênis Calce Fácil Super Leve Slip-on Lançamento Promoção,0.45454545454545453
11762,Tenis Feminino Plataforma Preto Slip On-lançamento,Tenis Plataforma Feminino Preto -oferta,0.5714285714285714
11763,Tênis Infantil Menina Frozen Ana E Elsa 2 Luz Xiquin P C+,Tênis Infantil Feminino Bebe Menina Com Luz Led ,0.2857142857142857
11764,Tenis Feminino Casual Caminhada Plataform Promoção Original,Tenis Feminino Casual Caminhada Plataform Promoção Original ,1.0
11765,Bike Specialized Comp Carbon Word Cup Aro 29  L  19,Bike Specialized Hockhooper Aro 29,0.36363636363636365
11766,Sapatênis  Tênis Couro  Bovino Legítimo  Macio Confortável,Sapatênis Tênis Masculino Couro Bovino Legítimo Confortável,0.75
11767,Tênis Puma Hybrid Sky - 39br - Masculino,Tênis Puma Masculino,0.42857142857142855
11768,Tênis Maryland ,Tênis Estiloso,0.3333333333333333
11769,Tênis Olympikus Dynamic Masculino-preto/veridian,Tênis Olympikus Dynamic Preto,0.6
11770,Sapatilha Spiuk Road Profit Carbono Branca Speed + Brinde,Sapatilha Mtb Spiuk Profit Carbono,0.4
11771,Bicicleta Mtb Vega Aro 29 Alumínio Cinza - Spaceline,Bicicleta Orion Aro 29 Alumínio Freio A Disco - Spaceline,0.5
11772,Tênis Cano Baixo Em Couro Legítimo Amarelo Marina Mello,Tênis Feminino Flatform Couro Legítimo Branco Marina Mello,0.45454545454545453
11773,Tênis Prophecy X10 Imp Do Vietnã,Tênis Prophecy X10 Mizuno Importado Vietnã,0.5714285714285714
11774,Mountain Bike Oggi Hacker Sport 2020 Aro 29 Preto/azul,Mountain Bike Cannondale Trail 4 2020 Aro 29 M,0.38461538461538464
11775,Tênis Feminino Beira Rio 4801110 ,Tênis Feminino Beira Rio 4271100,0.6666666666666666
11776,Babuche World Colors Pop Mini Wboys Conforto,Tênis Infantil World Colors 106.001 Preto/nude,0.18181818181818182
11777,Tênis Usthemp Pepper Tem - Chantilly Albus Bulldog 2,Tênis Usthemp Spice Tem - Chantilly Albus Bulldog,0.6666666666666666
11778,Bicicleta Infantil Menina Personagem Aro 16,Bicicleta Infantil Personagem  Aro 16,0.8333333333333334
11779,Sapatênis Cano Alto Polo Joy,Tenis Sapatenis Polo Joy Masculino Sapatenis Cano Alto  Bota,0.4444444444444444
11780,Tênis Molekinha Chunky - Rosa,Tênis Molekinha Rosa Com Listras - 2131.405,0.5714285714285714
11781,Sapatilha Ciclismo Mtb Absolute Prime || Preta,Sapatilha Mtb Ciclismo Absolute Prime Amarela,0.625
11782,Tênis Freedom Fr-723 Plataforma Camurça - Vinho,Tênis Freedom Fr-512 Camurça - Grafite,0.4444444444444444
11783,Tenis Infantil Masculino Kidy Bebe Super Leve + Brinde Carro,Tenis Com Brinde Masculino Infantil Bebe,0.5
11784,Tênis New Balance Feminino Wl373kaw Preto Promoção,Tênis Feminino New Balance 574 Preto,0.625
11785,Tenis Feminino Sola Alta Shoes Plataforma  Limitado,Tenis Feminino Sola Alta Shoes Plataforma A  Plataforma ,0.8571428571428571
11786,Tênis Dc Shoes Wes Kremer,Tênis Dc Shoes Court Grafick,0.42857142857142855
11787,Tênis Active Beira Rio Sem Cadarço Feminino Original,Tênis Feminino Active Beira Rio,0.7142857142857143
11788,Tênis Coca Cola Casual Feminino Original Promoção Conforto,Tênis Feminino Casual Modare Promoção Original,0.5555555555555556
11789,Sapatênis Menino Tamanho 27,Sapatênis Infantil Menino Try Way Tamanho 25 ,0.375
11790,Promoção Tênis Sapatilha Aquática Esportiva Mtb Super Oferta,Sapatilha Mtb Aquática Antiderrapante Super Oferta Esportiva,0.6666666666666666
11791,Sapatilha Mtb Mattos Ttr Ii Amarela + Tacos Exustar Promoção,Sapatilha Mtb Mattos Ttr Ii Vermelha + Tacos Exustar Promo,0.6666666666666666
11792,Tv Samsung 49 Un49j5200ag,Tv Samsung 65,0.4
11793,Bike Sense 1 Por 12 Xt Semenova,Bike First Atrix Xt 30v,0.2222222222222222
11794,Tenis Masculino De Led Infantil Homem Aranha Lançamento 2020,Tenis De Led Homem Aranha Luzinha Infantil Masculino,0.6666666666666666
11795,Tênis Feminino Slip-on Ultraconforto Modare Nude 7361103,Tênis Feminino Modare Casual Slip-on Ultraconforto ,0.625
11796,Tênis De Corrida Feminino Mizuno Wave Shadow 3,Tênis Mizuno Wave Dynasty 3 Feminino,0.625
11797,Calçados Esportivos Masculinos Malha Respirável Tênis Casual,Mulheres Tênis Respirável Malha Casual Sapatos,0.4444444444444444
11798,Bb De Rolamento Selado Para Mountain Bike De Cinza Prateado,Sapatilha Para Mountain Bike,0.25
11799,Sapatilha Northwave Mtb Spike Evo - Amarelo/preto,Sapatilha Mtb Northwave Spike Evo Pta+pedal Shimano M520 Pro,0.45454545454545453
11800,Tenis Feminino Actvitta Referência: 4215.411 Sport Em Lycra ,Tenis Feminino Esportivo Actvitta Original Confortavel Lycra,0.36363636363636365
11801,Tênis Infantil Molekinha Com Velcro Menina 18 Ao 25,Tênis Infantil Menina Molekinha  18 Ao 25,0.8571428571428571
11802,Tenis Olympikus 43770948 Fluido 43770948,Tenis Olympikus Perfil,0.4
11803,Tênis Hocks Templus Extra Black 15027 Original,Tênis Hocks De Skatista Trip Black Original,0.4444444444444444
11804,Tênis Via Marte Casual Feminino 20-11311,Tênis Feminino Casual Via Marte ,0.8333333333333334
11805,Tenis Ranster Masculino Couro Lançamento Barato Brinde Cinto,Tenis Ranster Casual Masculino Couro Lançamento Grátis Cinto,0.6
11806,Tênis Dc Shoes Modelo New Flash 2 Tx Preto/branco,Tênis Dc Shoes New Flash 2 Tx,0.7777777777777778
11807,Bicicleta Aro 29 Quadro 15 Alumínio 27v Freio Disco Ama/azul,Bicicleta Aro 29 Gta 27v Alumínio Freio A Disco Suspensão,0.5833333333333334
11808,Tenis Nike Air Max Ap,Tenis Nike Air Max Ap Envio Imediato,0.7142857142857143
11809,Tenis Mizuno Mirai - Kids,Tenis Mizuno Wave Invictus - 4145509,0.375
11810,Tênis Feminino Comfortflex 2190404 Slip On Confortável,Tênis Slip On Feminino Plataforma Confortável,0.625
11811,Tenis Feminino Fé Salto Bordado Lançamento 2021 Plataforma,Tenis Feminino Fé Salto Plataforma Lançamento,0.75
11812,Tênis Fitness Academia Cano Alto Palmilha Gel Sneaker Couro,Tênis Cano Baixo Unissex Palmilha Gel Para Academia E Dança ,0.4166666666666667
11813,Tenis Bolsinha Rosa Infantil Feminino Barato Menina Tênis,Tênis Infantil Feminino Com Bolsinha Menina Escolar Barato,0.6666666666666666
11814,Tênis Feminino Plataforma Moda Salto Alto  ,Tênis Feminino Plataforma Moda Salto Alto,1.0
11815,Tênis Branco Feminino Moleca Confortável Envio Imediato,Tênis Branco Feminino Confortável,0.5714285714285714
11816,Tênis New Balance 373 Masculino - Cinza E Marinho,Tênis New Balance 373 Masculino - Vinho E Marinho,0.7777777777777778
11817,829134000 Meia Com Sola Comfort Marinho/vermelho Klin,Tenis Meia Sola Baixa Feminino,0.2222222222222222
11818,Tenis Sapatenis Bordado Casual Feminino Plataforma Sapato Fé,Tenis Feminino Plataforma Bordado Fé Casual Colorido ,0.6666666666666666
11819,Tenis Feminino Direto De Fabrica Grade 12 Pares Neutro Leve ,Tenis Feminino 2 Pares Casual Feminino Original Leve Moda,0.3076923076923077
11820,Tênis Mocassim Klin Menino 197.083 Caramelo E Marinho ,Tênis Infantil Menino Klin Azul Marinho E Vermelho,0.4
11821,Tênis Masculino Academia Original Olympikus Astro/857, Tênis Masculino Olympikus Original Corrida Academia ,0.7142857142857143
11822,Tênis Oakley Titanium Masculino - Cinza Original + N. Fiscal,Tênis Oakley Original Teeth Anchor - Tam 40 Cinza Masculino,0.42857142857142855
11823,Tenis Unissex Sports Caminhada,Tenis Para Caminhada,0.5
11824,Tênis Feminino Day Olympikus Com Palmilha Feetpad Academia,Tênis Olympikus Day Feminino Com Palmilha Feetpad ,0.8571428571428571
11825,Sapatênis Masculino Branco Pegada Com Amortecedor 119104-01,Sapatênis Pegada Moderno Masculino Cor Branco 119104-01,0.625
11826,Tênis Feminino Casual Sneaker Jesus,Tênis Casual Feminino,0.6
11827,Air Jordan 1 Retro High Premium Gg 'phantom' Original,Air Jordan 1 High Pollen,0.36363636363636365
11828,Nike Air Max 270 React,Nike Air Max 270 Bowfin,0.6666666666666666
11829,Tênis adidas X9000 Boost L3 - Tamanho 42,Tênis adidas X9000 L2 Boost Preto,0.4
11830,Tênis Meia Sem Cadarço Top Caminhada Corrida Esportes 18,Tênis Meia Sem Cadarço Caminhada Corrida Esporte Top 02,0.6
11831,Sapatênis Pegada 119301 33/44,Sapatênis Pegada Masculino Pegada 119301 Couro Branco,0.42857142857142855
11832,Tênis Skatista 36 Marinho Sapatenis Original Novo Old Chris,Tênis Sapatenis Tc Lona Leve Marinho Novo Promoção Old,0.38461538461538464
11833,Tênis Kolosh Feminino Angel Ii Preto C/ Palmilhas Magnéticas,Tênis Kolosh Angel Ii Esportivo Feminino Marinho,0.45454545454545453
11834,Tênis Infantil Feminino Com Brinde Bolsinha Barato,Tênis Infantil Feminino Com Brinde Bolsinha Original,0.7142857142857143
11835,Sapatinho Gymboree Azul E Verde,Tênis Assandalhado Gasparini Azul Verde Branco Vermelho,0.2222222222222222
11836,Tênis Meia Feminino Calce Fácil Slip-on Elástico Cores Verão,Tênis Meia Calce Fácil Feminino Tratorado Elástico Conforto,0.5454545454545454
11837,Tênis Lacoste Europa 319,Tênis Lacoste Europa Masculino,0.6
11838,Tenis Sapatenis Masculino Kapell Leve Confortavel ,Calçado Masculino Tenis Masculino Confortavel Caminhada Leve,0.5
11839,Bicicleta Aro 29 Rs-1 Pro  21 Vel Suspensão C/ Trava Shimano,Bicicleta Rino Aro 29 Shimano 24v C/ Trava Hidraulico,0.42857142857142855
11840,Tênis Masculino Em Couro Confortável Casual ,Tênis Masculino Casual Confortável Couro 7000tc,0.8333333333333334
11841,Tênis Feminino Da Moda Tênis Total Conforto Varias Cores,Tênis Feminino Beira Rio Conforto Casual Varias Cores,0.5
11842,Sapatênis Masculino Pegada Washed Cravo,Sapatênis Masculino Pegada Preto Cravo,0.6666666666666666
11843,Tênis Sapatilha Híbrido Esportivo Mergulho Praia Trilha Bike,Tênis Sapatilha Híbrido Pesca Trilha Bike Mergulho Bad Fish,0.5454545454545454
11844,Tênis Infantil Bibi Ever Feminino Rosa - 1100130,Tênis Infantil Bibi Ever Feminino Rainbow - 1100148,0.6
11845,Tênis Infantil Em Couro Gambo Dupla Regulagem Feminino T1044,Puma Feminino De Couro - Tênis Infantil ,0.4
11846,Sapatênis  Branco Feminino Couro Confort Com Broche Do Lado,Sapatênis Feminino Branco Em Couro Legitimo Antiderrapante,0.4444444444444444
11847,Tn - Delta Lona Talpy/bege,Tênis Lona Elástico - Osklen,0.25
11848,Bicicleta Alumínio Caiçara De Marcha Aro Aero Raio De Inox,Bicicleta Aro 29 Gta De Alumínio 21 Marcha.,0.3333333333333333
11849,Tênis Feminino Slip On Olympikus Original,Tênis Feminino Slip On Corrida Olympikus Sunna - Original,0.6666666666666666
11850,Tênis Homem Aranha Led Infantil + Tênis Meia Óculos Relógio,Kit Tênis Infantil Homem Aranha + Tênis Meia Batman E Óculos,0.6363636363636364
11851,Tenis Anacapri Knit Gorgurão,Tenis Anacapri Branco,0.4
11852,Botas De Chuva Femininas Com Fivela,Sapatos Esportivos Botas Femininas Salto Quadrado Plataforma,0.2222222222222222
11853,Tênis Asics Feminino Gel Pacemaker Corrida Gelo / Azul,Tênis Asics Feminino Gel Pacemaker 2 Corrida Preto / Rosê,0.5833333333333334
11854,"Tenis adidas Grand Court Base, Nº 42.",Tenis adidas Grand Court Base W Branco,0.45454545454545453
11855,Tênis Wave Frontier 11,Tênis Mizuno Wave,0.4
11856,Tênis Botinha Now United Infantil Glitter Pampili Feminino,Tênis Infantil Pampili Now United Luna Glitter,0.6666666666666666
11857,Tenis Só Dança Dk70 - Preto,Tenis Alpinestars Alloy - Preto,0.42857142857142855
11858,Tênis Menino Led Dinossauro Rex Luzinha + Óculos E Relógio,Tênis Masculino C/ Luzinha De Led  Dinossauro Rex + Óculos,0.6363636363636364
11859,Bicicleta Aro 20 Vermelha Kit Aero Azul Completa Cma3f,Bicicleta Aro 20 Amarela Azul Kit Aero Azul Completa Cma3f,0.8
11860,Tenis Adulto Feminino Mizuno Jet 4 Ref-4145527,Tenis Mizuno Jet 4 Feminino 4145527 Marh/vrd Água,0.5
11861,Tênis King Trainer Vc21-v02 ,Tênis King Box Bx21-bx2099 ,0.3333333333333333
11862,Bicicleta Aro 29 Z7-x Câmbio Traseiro Shimano 21v 17,Bicicleta Aro 29 Z7-x Câmbio Traseiro Shimano 21v 19,0.8
11863,Tenis Casual Masculino Corrida Cadarço Super Leve Dhl Fit,Tenis Masculino Para Corrida Caminhada Casual Leve Limited,0.45454545454545453
11864,Tênis Leve Confortável Yy Caminhada Esportes Academia ,Tênis De Academia Masculino Para Caminhada Leve Confortável,0.625
11865,Tênis Feminino Esportivo Átomo Olympikus,Tênis Feminino Esportivo Olympikus Cyber,0.6666666666666666
11866,Tênis Feminino Casual Neoprene Vizzano  Calce Fácil 1214.276,Tênis Feminino Calce Fácil Casual ,0.625
11867,Tenis Feminino Modare Ultraconforto 7339.202 Pronta Entrega,Tenis Feminino Modare Iate Sem Cadarço Casual Pronta Entrega,0.5
11868,Removedor De Adesivo De Silicone Sombra Light Turbo H1 H6,Specialized Turbo Creo,0.1
11869, Bicicleta 29 Absolute Wild 17 ,Bicicleta Aro 29 Absolute,0.5
11870,Sapatênis Slip On Masculino Freeway Couro Off White,Sapatênis Masculino Couro Freeway Off White Dust,0.6666666666666666
