,item_id,vertical,category,domain,score
2372,531130452,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.5252
2373,635368700,APP & SPORTS,SPORTS,MLC-ROWING_MACHINES,0.5254
2374,611219810,CE,MOBILE,MLC-CELLPHONES,0.525
2375,487515583,HOME & INDUSTRY,HOME&DECOR,MLC-WALLPAPERS,0.5246
2376,615840160,CE,COMPUTERS,MLC-PENDRIVES,0.5247999999999999
2377,576557304,HOME & INDUSTRY,HOME&DECOR,MLC-CLOTHES_HANGERS,0.5242
2378,612247674,CE,MOBILE,MLC-CELLPHONES,0.5244
2379,915893009,HOME & INDUSTRY,HOME&DECOR,MLC-DINING_CHAIRS,0.524
2380,613480714,CE,MOBILE,MLC-CELLPHONES,0.5234
2381,504327462,HOME & INDUSTRY,STATIONARY,MLC-SCREEN_PRINTERS,0.5238
2382,610944588,BEAUTY & HEALTH,PHARMACEUTICS,MLC-HEARING_AIDS,0.5232
2383,553896465,HOME & INDUSTRY,HOME&DECOR,MLC-PILLOWS,0.5236
2384,549197982,CPG,FOODS,MLC-COFFEE_CAPSULES,0.5227999999999999
2385,589409321,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.523
2386,536703733,CE,ELECTRONICS,MLC-OVENS,0.5226
2387,616166645,ACC,VEHICULAR MULTIMEDIA,MLC-WIRELESS_FM_TRANSMITTERS,0.5224
2388,585304062,APP & SPORTS,SPORTS,MLC-FOOTBALL_SHOES,0.5222
2389,554718445,HOME & INDUSTRY,HOME&DECOR,MLC-MAKEUP_VANITIES,0.522
2390,593055478,OTHERS,OTHER,MLC-UNCLASSIFIED_PRODUCTS,0.5218
2391,610918090,CE,COMPUTERS,MLC-PRINTERS,0.5216
2392,642766061,HOME & INDUSTRY,SECURITY,MLC-SURVEILLANCE_CAMERAS,0.5212
2393,609182321,CE,MOBILE,MLC-CELLPHONES,0.5214
2394,528556344,APP & SPORTS,APPAREL ACCESORIES,MLC-BACKPACKS,0.5207999999999999
2395,611221074,CE,MOBILE,MLC-CELLPHONES,0.521
2396,516585088,CPG,DRINKS,MLC-APERITIFS,0.5206
2397,931304247,CE,MOBILE,MLC-CELLPHONES,0.5204
2398,540044586,BEAUTY & HEALTH,PERSONAL CARE,MLC-PERFUMES,0.5198
2399,921634803,CE,MOBILE,MLC-CELLPHONES,0.5204
2400,916716158,APP & SPORTS,SPORTS,MLC-SLEEPING_BAGS,0.5194
2401,560235768,CE,ELECTRONICS,MLC-GAME_CONSOLES_VIDEO_GAMES_AND_ARCADE_MACHINES,0.52
2402,923165153,T & B,TOYS AND GAMES,MLC-COSTUMES,0.5192
2403,631971426,CE,ELECTRONICS,MLC-STREAMING_MEDIA_DEVICES,0.5196
2404,457079227,BEAUTY & HEALTH,PERSONAL CARE,MLC-PERFUMES,0.5187999999999999
2405,640732160,CE,COMPUTERS,MLC-RAM_MEMORY_MODULES,0.519
2406,619582311,T & B,BABY,MLC-BABY_BATHTUBS,0.5186
2407,611219787,CE,COMPUTERS,MLC-NOTEBOOKS,0.5184
2408,515989137,ACC,MOTOPARTS,MLC-MOTORCYCLE_AND_ALL_TERRAIN_VEHICLE_LOADING_RAMPS,0.5182
2409,636873058,APP & SPORTS,FOOTWEAR,MLC-SNEAKERS,0.518
2410,911097580,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_LIGHTS,0.5178
2411,603695492,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.5174
2412,581973147,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-PLUNGE_ROUTERS,0.5176
2413,528399783,CE,COMPUTERS,MLC-GRAPHICS_TABLETS,0.517
2414,532844852,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_LIGHTING_SUPPLIES,0.5172
2415,597356316,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.5167999999999999
2416,583031729,CPG,CLEANING,MLC-KITCHEN_PAPER_TOWELS,0.5166
2417,542066378,BEAUTY & HEALTH,PERSONAL CARE,MLC-BODY_SKIN_CARE_PRODUCTS,0.5164
2418,923155299,CE,COMPUTERS,MLC-DESKTOP_COMPUTERS,0.5162
2419,575984130,ACC,AUTOPARTS,MLC-AUTOMOTIVE_SUN_SHADES,0.516
2420,574349191,HOME & INDUSTRY,INDUSTRY,MLC-CUTTING_PLOTTERS,0.5158
2421,618693850,CE,COMPUTERS,MLC-NOTEBOOKS,0.5156
2422,559356519,HOME & INDUSTRY,INDUSTRY,MLC-INDUSTRIAL_COOKING_OVENS,0.5154
2423,539532882,APP & SPORTS,APPAREL,MLC-SWIMWEAR,0.5152
2424,581265944,T & B,TOYS AND GAMES,MLC-COSTUMES,0.515
2425,614860394,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.5147999999999999
2426,519534936,HOME & INDUSTRY,HOME&DECOR,MLC-EMERGENCY_LIGHTS,0.5146
2427,633612227,CE,MOBILE,MLC-TABLETS,0.5144
2428,596911381,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.5142
2429,915691386,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_TREES,0.514
2430,616160278,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.5138
2431,544695284,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-PORTABLE_ELECTRIC_MASSAGERS,0.5136
2432,612724510,CE,MOBILE,MLC-MOBILE_DEVICE_CHARGERS,0.5134
2433,551517203,ACC,VEHICULAR MULTIMEDIA,MLC-AUTOMOTIVE_SPEAKERS,0.513
2434,536048317,CE,ELECTRONICS,MLC-ELECTRIC_SANDWICH_MAKERS,0.5132
2435,593484675,ACC,WHEELS & TIRES,MLC-AUTOMOTIVE_TIRES,0.5122
2436,917425100,CE,COMPUTERS,MLC-NOTEBOOKS,0.5127999999999999
2437,629270816,HOME & INDUSTRY,HOME&DECOR,MLC-LIGHT_BULBS,0.5118
2438,586534473,CE,MOBILE,MLC-E_READERS,0.5126
2439,541982524,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-TOOL_BATTERIES,0.5107999999999999
2440,915421942,CE,ELECTRONICS,MLC-WASHING_MACHINES,0.5124
2441,538870128,BEAUTY & HEALTH,PERSONAL CARE,MLC-PERFUMES,0.5105999999999999
2442,927330671,CE,MOBILE,MLC-CELLPHONES,0.512
2443,535967388,BEAUTY & HEALTH,PERSONAL CARE,MLC-MAKEUP_SETS,0.5096
2444,577043155,CE,COMPUTERS,MLC-SPEAKERS,0.5116
2445,578027724,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.5094
2446,641416749,CE,MOBILE,MLC-CELLPHONES,0.5114
2447,550240116,ACC,WHEELS & TIRES,MLC-AUTOMOTIVE_TIRES,0.5092
2448,613023255,CE,ELECTRONICS,MLC-BATTERY_CHARGERS,0.5112
2449,581543906,BEAUTY & HEALTH,PERSONAL CARE,MLC-FACIAL_SKIN_CARE_PRODUCTS,0.509
2450,553413507,CE,ELECTRONICS,MLC-MINI_COMPONENT_SYSTEMS,0.511
2451,901112964,HOME & INDUSTRY,HOME&DECOR,MLC-SUNBATHING_CHAIRS,0.5085999999999999
2452,564077866,CE,ELECTRONICS,MLC-ELECTRIC_POTS_SKILLETS_AND_RICE_COOKERS,0.5104
2453,519319653,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_PRESSURE_WASHERS,0.5084
2454,471397592,CE,COMPUTERS,MLC-SPEAKERS,0.5102
2455,576122473,APP & SPORTS,FOOTWEAR,MLC-SNEAKERS,0.5082
2456,610550438,CE,COMPUTERS,MLC-HARD_DRIVES_AND_SSDS,0.51
2457,623632282,ACC,AUTOPARTS,MLC-VEHICLE_BATTERY_CHARGERS,0.508
2458,536048375,CE,ELECTRONICS,MLC-JUICERS,0.5098
2459,529427513,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-TABLE_SAWS,0.5074
2460,555222075,CE,ELECTRONICS,MLC-WASHING_MACHINES,0.5087999999999999
2461,920369006,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_HAND_PLANERS,0.5072
2462,540812406,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.5078
2463,635670222,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-COMBINED_TOOL_SETS,0.507
2464,900434292,CE,MOBILE,MLC-CELLPHONES,0.5076
2465,497279672,HOME & INDUSTRY,HOME&DECOR,MLC-WALL_AND_CEILING_LIGHTS,0.5067999999999999
2466,599981069,CE,MOBILE,MLC-CELLPHONES,0.5065999999999999
2467,920030325,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-PLATE_COMPACTORS,0.506
2468,626108055,CE,ELECTRONICS,MLC-WASHING_MACHINES,0.5064
2469,561228433,HOME & INDUSTRY,HOME&DECOR,MLC-POOL_FILTERS,0.5058
2470,597785309,CE,COMPUTERS,MLC-PRINTERS,0.5062
2471,919998894,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.5054
2472,554612053,CE,COMPUTERS,MLC-STYLUSES,0.5056
2473,491540518,HOME & INDUSTRY,HOME&DECOR,MLC-WATER_DISPENSERS,0.5045999999999999
2474,615114036,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.5052
2475,542742969,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.5044
2476,910775442,CE,MOBILE,MLC-CELLPHONES,0.505
2477,910363547,HOME & INDUSTRY,HOME&DECOR,MLC-FLOOD_LIGHTS,0.5038
2478,636903262,CE,COMPUTERS,MLC-HARD_DRIVES_AND_SSDS,0.5048
2479,532070989,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_HAND_PLANERS,0.5036
2480,911349653,CE,COMPUTERS,MLC-HARD_DRIVES_AND_SSDS,0.5042
2481,562627313,ACC,AUTOPARTS,MLC-PARKING_SENSORS,0.5024
2482,640752066,CE,COMPUTERS,MLC-NOTEBOOKS,0.504
2483,913043698,ACC,AUTOPARTS,MLC-VEHICLE_MULTIMEDIA_SYSTEMS,0.502
2484,629807810,CE,COMPUTERS,MLC-HEADPHONES,0.5034
2485,622113912,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.5018
2486,596986333,CE,COMPUTERS,MLC-HARD_DRIVES_AND_SSDS,0.5032
2487,917671243,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-POWER_INVERTERS,0.5016
2488,636868023,CE,MOBILE,MLC-CELLPHONES,0.503
2489,524704645,BEAUTY & HEALTH,PERSONAL CARE,MLC-SKIN_CARE_SUPPLIES,0.5014
2490,605835843,CE,MOBILE,MLC-SMARTWATCHES,0.5028
2491,539173533,HOME & INDUSTRY,HOME&DECOR,MLC-DOOR_AND_WINDOW_AWNINGS_AND_EAVES,0.5012
2492,916712791,CE,ELECTRONICS,MLC-MINI_COMPONENT_SYSTEMS,0.5025999999999999
2493,464105372,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-TABLE_DRILLS,0.501
2494,617188349,CE,ELECTRONICS,MLC-TELESCOPES,0.5022
2495,641403594,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-BENCH_POLISHERS,0.5005999999999999
2496,594791219,CE,COMPUTERS,MLC-PRINTERS,0.5008
2497,529235833,HOME & INDUSTRY,SECURITY,MLC-SURVEILLANCE_CAMERAS,0.5004
2498,530296411,CE,ELECTRONICS,MLC-IRONS,0.5002
2499,900746118,HOME & INDUSTRY,INDUSTRY,MLC-SHELF_UNITS,0.4998
2500,632368142,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.5
2501,601466224,T & B,BABY,MLC-CRIBS,0.4996
2502,566358132,APP & SPORTS,SPORTS,MLC-AIR_MATTRESSES,0.4993999999999999
2503,604034576,CPG,PERSONAL HYGIENE,MLC-TOOTHBRUSHES,0.4992
2504,541845482,CE,MOBILE,MLC-CELLPHONE_COVERS,0.499
2505,620764920,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.4983999999999999
2506,634383251,CE,ELECTRONICS,MLC-HOME_APPLIANCES,0.4988
2507,550366555,ACC,AUTOPARTS,MLC-AUTOMOTIVE_STEERING_WHEEL_LOCKS,0.4982
2508,564935004,CE,MOBILE,MLC-SMARTWATCHES,0.4986
2509,610589871,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.498
2510,489022526,CE,ELECTRONICS,MLC-ELECTRONIC_PRODUCTS,0.4978
2511,578401560,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-LASER_LEVELS,0.4973999999999999
2512,612959885,CE,ELECTRONICS,MLC-TELESCOPES,0.4976
2513,596491779,HOME & INDUSTRY,INDUSTRY,MLC-CUTTING_PLOTTERS,0.4972
2514,548174720,CE,ELECTRONICS,MLC-OVENS,0.4968
2515,605944267,HOME & INDUSTRY,HOME&DECOR,MLC-BEDS,0.49700000000000005
2516,641574540,APP & SPORTS,SPORTS,MLC-VEHICLE_BICYCLE_CARRIERS,0.4963999999999999
2517,914635892,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-WELDING_MACHINES,0.4966
2518,901835136,CE,ELECTRONICS,MLC-VR_HEADSETS,0.4962
2519,614469226,HOME & INDUSTRY,INDUSTRY,MLC-POINTS_OF_SALE_KITS,0.496
2520,637606952,APP & SPORTS,FOOTWEAR,MLC-SNEAKERS,0.4958
2521,911106816,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-AESTHETIC_TREATMENT_TABLES_AND_CHAIRS,0.4953999999999999
2522,616315623,APP & SPORTS,SPORTS,MLC-CAMPING_AND_FISHING_EQUIPMENT,0.4956
2523,535637263,BEAUTY & HEALTH,PHARMACEUTICS,MLC-ORTHOPEDICS,0.4952
2524,593987748,HOME & INDUSTRY,HOME&DECOR,MLC-INDOOR_CURTAINS_AND_BLINDS,0.495
2525,479381044,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.4946
2526,518552577,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_HAND_PLANERS,0.4948
2527,560669999,BEAUTY & HEALTH,PHARMACEUTICS,MLC-MEDICAL_WALKERS,0.4938
2528,626353164,HOME & INDUSTRY,HOME&DECOR,MLC-SUNBATHING_CHAIRS,0.4943999999999999
2529,927126575,CE,MOBILE,MLC-CELLPHONES,0.4936
2530,540024160,HOME & INDUSTRY,HOME&DECOR,MLC-WHIPPED_CREAM_DISPENSERS,0.4942
2531,593546055,BEAUTY & HEALTH,PERSONAL CARE,MLC-FACE_MASKS,0.4933999999999999
2532,917406744,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_DOLLS,0.494
2533,551979433,CE,ELECTRONICS,MLC-VIDEO_CAMERAS,0.4931999999999999
2534,550918120,ACC,AUTOPARTS,MLC-CAR_LIGHT_BULBS,0.493
2535,629916112,CE,COMPUTERS,MLC-HEADPHONES,0.4928
2536,454820068,HOME & INDUSTRY,STATIONARY,MLC-COIL_BINDING_MACHINES,0.4926
2537,641587758,CE,MOBILE,MLC-SMARTWATCHES,0.4916
2538,581595546,HOME & INDUSTRY,INDUSTRY,MLC-SAFETY_FOOTWEAR,0.4923999999999999
2539,627372091,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-PERMANENT_EPILATORS,0.4913999999999999
2540,915891966,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_SHELVES,0.4921999999999999
2541,550011250,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.4908
2542,563500277,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_DECOR,0.49200000000000005
2543,910727982,CE,ELECTRONICS,MLC-FANS,0.4906
2544,524283771,HOME & INDUSTRY,HOME&DECOR,MLC-GARDEN_STONES,0.4918
2545,438687312,CE,ELECTRONICS,MLC-DONUT_MAKERS,0.4901999999999999
2546,638717754,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_SCREWDRIVERS,0.4911999999999999
2547,454054161,CE,ELECTRONICS,MLC-TV_AND_MONITOR_MOUNTS,0.49
2548,552898990,HOME & INDUSTRY,HOME&DECOR,MLC-LIGHT_BULBS,0.491
2549,538510281,APP & SPORTS,SPORTS,MLC-WADERS,0.4898
2550,527814037,HOME & INDUSTRY,HOME&DECOR,MLC-QUILTS_AND_COVERLETS,0.4903999999999999
2551,527174221,OTHERS,PET PRODUCTS,MLC-FLEA_AND_TICK_TREATMENTS,0.4896
2552,605356379,CE,COMPUTERS,MLC-DESKTOP_COMPUTERS,0.4893999999999999
2553,918678131,HOME & INDUSTRY,HOME&DECOR,MLC-GARDEN_SHEDS,0.4888
2554,597377809,CE,MOBILE,MLC-CELLPHONES,0.4891999999999999
2555,545332579,HOME & INDUSTRY,SECURITY,MLC-PROTECTION_NETS,0.4886
2556,901451813,CE,COMPUTERS,MLC-NOTEBOOKS,0.489
2557,577060199,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_AIR_PUMPS,0.4883999999999999
2558,601049464,CE,ELECTRONICS,MLC-STREAMING_MEDIA_DEVICES,0.4881999999999999
2559,909253148,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-MITER_SAWS,0.4878
2560,632626980,CE,COMPUTERS,MLC-HEADPHONES,0.488
2561,555017517,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_SCREWDRIVERS,0.4874
2562,904863453,CE,ELECTRONICS,MLC-REFRIGERATORS,0.4876
2563,528845617,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-CENTRIFUGAL_PUMPS,0.4871999999999999
2564,553058497,CE,COMPUTERS,MLC-RAM_MEMORY_MODULES,0.48700000000000004
2565,544686739,HOME & INDUSTRY,SECURITY,MLC-ALARMS_AND_SENSORS,0.4868
2566,620389643,CE,ELECTRONICS,MLC-ROBOT_VACUUMS,0.4866
2567,528303854,ACC,AUTOPARTS,MLC-CAR_AIR_FRESHENERS,0.486
2568,555222072,CE,ELECTRONICS,MLC-WASHING_MACHINES,0.4864
2569,553877515,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_HAND_PLANERS,0.4854
2570,608499457,CE,ELECTRONICS,MLC-REFRIGERATORS,0.4861999999999999
2571,585318765,HOME & INDUSTRY,STATIONARY,MLC-COIL_BINDING_MACHINES,0.4851999999999999
2572,631685903,CE,COMPUTERS,MLC-NOTEBOOKS,0.4858
2573,611521569,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-POWER_INVERTERS,0.485
2574,572574179,CE,COMPUTERS,MLC-SPEAKERS,0.4856
2575,452293240,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-HEALTH_CARE_SUPPLIES,0.4848
2576,584141459,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.4846
2577,613354479,CPG,PERSONAL HYGIENE,MLC-ADULT_DIAPERS,0.4844
2578,634777311,CE,MOBILE,MLC-CELLPHONES,0.4841999999999999
2579,533415367,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-TOOL_BATTERIES,0.484
2580,904629013,CE,ELECTRONICS,MLC-SMART_SPEAKERS,0.4836
2581,553148466,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-TOOL_AND_CONSTRUCTION_SUPPLIES,0.4838
2582,901210584,CE,ELECTRONICS,MLC-ROBOT_VACUUMS,0.4834
2583,638350986,APP & SPORTS,FOOTWEAR,MLC-SNEAKERS,0.483
2584,599657396,CE,ELECTRONICS,MLC-STREAMING_MEDIA_DEVICES,0.4831999999999999
2585,549138466,CPG,CLEANING,MLC-KITCHEN_PAPER_TOWELS,0.4828
2586,903614070,OTHERS,ANTIQUES & HOBBIES,MLC-RESINS,0.4824
2587,551841651,CPG,CLEANING,MLC-LAUNDRY_DETERGENTS,0.4826
2588,533946706,CE,COMPUTERS,MLC-TONERS,0.4821999999999999
2589,618668360,HOME & INDUSTRY,INDUSTRY,MLC-SAFETY_FOOTWEAR,0.48200000000000004
2590,472281686,APP & SPORTS,SPORTS,MLC-TENTS,0.4818
2591,513890603,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-LIGHT_METERS,0.4816
2592,551033889,ACC,ACC TOOLS,MLC-CAR_SCANNERS,0.4814
2593,532794964,CE,ELECTRONICS,MLC-DRONES,0.4811999999999999
2594,559524522,HOME & INDUSTRY,HOME&DECOR,MLC-COMFORTERS,0.48100000000000004
2595,553679666,CPG,FOODS,MLC-COFFEE_CAPSULES,0.4808
2596,907696631,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_FURNITURE,0.4804
2597,522781460,CPG,PERSONAL HYGIENE,MLC-HAIR_TREATMENTS,0.4806
2598,604790986,CE,ELECTRONICS,MLC-REFRIGERATORS,0.4801999999999999
2599,639583376,T & B,TOYS AND GAMES,MLC-REMOTE_CONTROL_TOY_VEHICLES,0.4798
2600,634770741,CE,MOBILE,MLC-CELLPHONES,0.48
2601,614161798,BEAUTY & HEALTH,PHARMACEUTICS,MLC-NON_CORRECTIVE_CONTACT_LENSES,0.4794
2602,592944800,CE,ELECTRONICS,MLC-PROJECTORS,0.4796
2603,553174580,CPG,FOODS,MLC-DRIED_FRUITS,0.4791999999999999
2604,602037091,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-SANDER_MACHINES,0.479
2605,563398144,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-MEDICAL_EQUIPMENT,0.4786
2606,570064711,HOME & INDUSTRY,HOME&DECOR,MLC-FLOOD_LIGHTS,0.4788
2607,554200961,ENTERTAINMENT,MUSICAL INSTRUMENTS,MLC-ACOUSTIC_GUITARS,0.4784
2608,446896238,CE,COMPUTERS,MLC-LAPTOP_LCD_SCREENS,0.4781999999999999
2609,599589664,APP & SPORTS,APPAREL,MLC-BABY_BODYSUITS,0.478
2610,623934471,CE,MOBILE,MLC-CELLPHONES,0.4778
2611,915684231,HOME & INDUSTRY,HOME&DECOR,MLC-LADLES,0.4776
2612,904197291,CE,COMPUTERS,MLC-HARD_DRIVES_AND_SSDS,0.4774
2613,920710473,APP & SPORTS,SPORTS,MLC-FOOTBALL_SHOES,0.4771999999999999
2614,524122337,HOME & INDUSTRY,HOME&DECOR,MLC-BATHROOM_SUPPLIES,0.47700000000000004
2615,577062876,T & B,TOYS AND GAMES,MLC-STUFFED_TOYS,0.4768
2616,496949787,HOME & INDUSTRY,HOME&DECOR,MLC-SOAP_AND_DETERGENT_DISPENSERS,0.4766
2617,633237765,CE,COMPUTERS,MLC-HEADPHONES,0.4761999999999999
2618,579378516,HOME & INDUSTRY,HOME&DECOR,MLC-BATHROOM_SUPPLIES,0.4764
2619,606312982,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.47600000000000003
2620,509249393,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_SUPPLIES,0.4758
2621,499313682,CE,ELECTRONICS,MLC-STORAGE_WATER_HEATERS,0.4756
2622,527215472,HOME & INDUSTRY,HOME&DECOR,MLC-LIGHT_BULBS,0.4751999999999999
2623,529122866,CE,ELECTRONICS,MLC-FANS,0.4754
2624,508348292,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-PAINTS_AND_ACCESSORIES,0.4748
2625,613177714,CE,MOBILE,MLC-MOBILE_DEVICE_CHARGERS,0.475
2626,566011450,T & B,TOYS AND GAMES,MLC-INFLATABLE_POOLS,0.4746
2627,441683174,BEAUTY & HEALTH,PHARMACEUTICS,MLC-WHEELCHAIRS,0.4744
2628,548593071,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-AIR_COMPRESSORS,0.4741999999999999
2629,599620442,CE,ELECTRONICS,MLC-PROJECTORS,0.4734
2630,919118959,HOME & INDUSTRY,STATIONARY,MLC-SCREEN_PRINTERS,0.474
2631,638311059,CE,ELECTRONICS,MLC-REFRIGERATORS,0.4731999999999999
2632,537981689,HOME & INDUSTRY,INDUSTRY,MLC-CASH_REGISTERS,0.4738
2633,543420286,APP & SPORTS,SPORTS,MLC-FOOTBALL_SHIRTS,0.473
2634,508153248,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-BATHROOM_VANITIES,0.4736
2635,574055300,CE,ELECTRONICS,MLC-WASHING_MACHINES,0.4726
2636,623199202,HOME & INDUSTRY,HOME&DECOR,MLC-SODS,0.4728
2637,435003751,APP & SPORTS,SPORTS,MLC-CAMPING_AND_FISHING_EQUIPMENT,0.4724
2638,917026311,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.4721999999999999
2639,641558020,APP & SPORTS,SPORTS,MLC-AEROBICS_AND_FITNESS_EQUIPMENT,0.47200000000000003
2640,536048385,CE,ELECTRONICS,MLC-ELECTRIC_GRILLS,0.4718
2641,901443201,APP & SPORTS,SPORTS,MLC-EXERCISE_MATS,0.4716
2642,626057770,ENTERTAINMENT,MUSICAL INSTRUMENTS,MLC-XYLOPHONES_AND_METALLOPHONES,0.4714
2643,572998440,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_PRESSURE_WASHERS,0.4711999999999999
2644,611219742,CE,MOBILE,MLC-SMARTWATCHES,0.47100000000000003
2645,560390942,HOME & INDUSTRY,HOME&DECOR,MLC-SALT_AND_PEPPER_SHAKERS,0.4698
2646,499319476,CE,ELECTRONICS,MLC-STORAGE_WATER_HEATERS,0.4708
2647,636012948,APP & SPORTS,SPORTS,MLC-TREADMILLS,0.4696
2648,536703725,CE,ELECTRONICS,MLC-ELECTRIC_GRILLS,0.4706
2649,604766631,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-SANDER_MACHINES,0.4691999999999999
2650,466378275,CE,ELECTRONICS,MLC-KITCHEN_RANGE_HOODS,0.4704
2651,918150416,ACC,ACC TOOLS,MLC-HYDRAULIC_VEHICLE_JACKS,0.469
2652,515573639,CE,ELECTRONICS,MLC-AIR_CONDITIONERS,0.4701999999999999
2653,517146883,CPG,FOODS,MLC-COFFEE_CAPSULES,0.4684
2654,633037262,CE,ELECTRONICS,MLC-WASHING_MACHINES,0.47
2655,524378633,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_LIGHTING_SUPPLIES,0.4681999999999999
2656,548176987,CE,COMPUTERS,MLC-INK_CARTRIDGES,0.4694
2657,524002599,CPG,FOODS,MLC-DRIED_FRUITS,0.4678
2658,562600073,CE,ELECTRONICS,MLC-SMART_SPEAKERS,0.4688
2659,463848880,HOME & INDUSTRY,HOME&DECOR,MLC-KITCHEN_APRONS,0.4676
2660,559354797,CE,ELECTRONICS,MLC-DRONES,0.4686
2661,567971524,APP & SPORTS,SPORTS,MLC-VEHICLE_BICYCLE_CARRIERS,0.4674
2662,622106985,CE,ELECTRONICS,MLC-HAND_BLENDERS,0.4679999999999999
2663,636871879,APP & SPORTS,FOOTWEAR,MLC-SANDALS_AND_FLIP_FLOPS,0.4668
2664,642941074,CE,MOBILE,MLC-CELLPHONES,0.4671999999999999
2665,560194782,ENTERTAINMENT,MUSICAL INSTRUMENTS,MLC-EFFECTS_PEDALS,0.4666
2666,640749587,CE,COMPUTERS,MLC-EXTERNAL_LAPTOP_COOLERS,0.4669999999999999
2667,524624887,BEAUTY & HEALTH,PERSONAL CARE,MLC-SKIN_CARE_SUPPLIES,0.4661999999999999
2668,498983378,CE,ELECTRONICS,MLC-WATER_HEATERS,0.4664
2669,627251490,HOME & INDUSTRY,HOME&DECOR,MLC-SOFAS,0.4654
